T,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6
30755,401,411,421,431,441,451
30756,402,412,422,432,442,452
30757,403,413,423,433,443,453
30758,404,414,424,434,444,454
30759,405,415,425,435,445,455
30760,406,416,426,436,446,456
30761,407,417,427,437,447,457
30762,408,418,428,438,448,458
30763,409,419,429,439,449,459
30764,410,420,430,440,450,460
30765,411,421,431,441,451,461
30766,412,422,432,442,452,462
30767,413,423,433,443,453,463
30768,414,424,434,444,454,464
30769,415,425,435,445,455,465
30770,416,426,436,446,456,466
30771,417,427,437,447,457,467
30772,418,428,438,448,458,468
30773,419,429,439,449,459,469
30774,420,430,440,450,460,470
30775,421,431,441,451,461,471
30776,422,432,442,452,462,472
30777,423,433,443,453,463,473
30778,424,434,444,454,464,474
30779,425,435,445,455,465,475
30780,426,436,446,456,466,476
30781,427,437,447,457,467,477
30782,428,438,448,458,468,478
30783,429,439,449,459,469,479
30784,430,440,450,460,470,480
30785,431,441,451,461,471,481
30786,432,442,452,462,472,482
30787,433,443,453,463,473,483
30788,434,444,454,464,474,484
30789,435,445,455,465,475,485
30790,436,446,456,466,476,486
30791,437,447,457,467,477,487
30792,438,448,458,468,478,488
30793,439,449,459,469,479,489
30794,440,450,460,470,480,490
30795,441,451,461,471,481,491
30796,442,452,462,472,482,492
30797,443,453,463,473,483,493
30798,444,454,464,474,484,494
30799,445,455,465,475,485,495
30800,446,456,466,476,486,496
30801,447,457,467,477,487,497
30802,448,458,468,478,488,498
30803,449,459,469,479,489,499
30804,450,460,470,480,490,500
30805,451,461,471,481,491,501
30806,452,462,472,482,492,502
30807,453,463,473,483,493,503
30808,454,464,474,484,494,504
30809,455,465,475,485,495,505
30810,456,466,476,486,496,506
30811,457,467,477,487,497,507
30812,458,468,478,488,498,508
30813,459,469,479,489,499,509
30814,460,470,480,490,500,510
30815,461,471,481,491,501,511
30816,462,472,482,492,502,512
30817,463,473,483,493,503,513
30818,464,474,484,494,504,514
30819,465,475,485,495,505,515
30820,466,476,486,496,506,516
30821,467,477,487,497,507,517
30822,468,478,488,498,508,518
30823,469,479,489,499,509,519
30824,470,480,490,500,510,520
30825,471,481,491,501,511,521
30826,472,482,492,502,512,522
30827,473,483,493,503,513,523
30828,474,484,494,504,514,524
30829,475,485,495,505,515,525
30830,476,486,496,506,516,526
30831,477,487,497,507,517,527
30832,478,488,498,508,518,528
30833,479,489,499,509,519,529
30834,480,490,500,510,520,530
30835,481,491,501,511,521,531
30836,482,492,502,512,522,532
30837,483,493,503,513,523,533
30838,484,494,504,514,524,534
30839,485,495,505,515,525,535
30840,486,496,506,516,526,536
30841,487,497,507,517,527,537
30842,488,498,508,518,528,538
30843,489,499,509,519,529,539
30844,490,500,510,520,530,540
30845,491,501,511,521,531,541
30846,492,502,512,522,532,542
30847,493,503,513,523,533,543
30848,494,504,514,524,534,544
30849,495,505,515,525,535,545
30850,496,506,516,526,536,546
30851,497,507,517,527,537,547
30852,498,508,518,528,538,548
30853,499,509,519,529,539,549
30854,500,510,520,530,540,550
30855,501,511,521,531,541,551
30856,502,512,522,532,542,552
30857,503,513,523,533,543,553
30858,504,514,524,534,544,554
30859,505,515,525,535,545,555
30860,506,516,526,536,546,556
30861,507,517,527,537,547,557
30862,508,518,528,538,548,558
30863,509,519,529,539,549,559
30864,510,520,530,540,550,560
30865,511,521,531,541,551,561
30866,512,522,532,542,552,562
30867,513,523,533,543,553,563
30868,514,524,534,544,554,564
30869,515,525,535,545,555,565
30870,516,526,536,546,556,566
30871,517,527,537,547,557,567
30872,518,528,538,548,558,568
30873,519,529,539,549,559,569
30874,520,530,540,550,560,570
30875,521,531,541,551,561,571
30876,522,532,542,552,562,572
30877,523,533,543,553,563,573
30878,524,534,544,554,564,574
30879,525,535,545,555,565,575
30880,526,536,546,556,566,576
30881,527,537,547,557,567,577
30882,528,538,548,558,568,578
30883,529,539,549,559,569,579
30884,530,540,550,560,570,580
30885,531,541,551,561,571,581
30886,532,542,552,562,572,582
30887,533,543,553,563,573,583
30888,534,544,554,564,574,584
30889,535,545,555,565,575,585
30890,536,546,556,566,576,586
30891,537,547,557,567,577,587
30892,538,548,558,568,578,588
30893,539,549,559,569,579,589
30894,540,550,560,570,580,590
30895,541,551,561,571,581,591
30896,542,552,562,572,582,592
30897,543,553,563,573,583,593
30898,544,554,564,574,584,594
30899,545,555,565,575,585,595
30900,546,556,566,576,586,596
30901,547,557,567,577,587,597
30902,548,558,568,578,588,598
30903,549,559,569,579,589,599
30904,550,560,570,580,590,600
30905,551,561,571,581,591,601
30906,552,562,572,582,592,602
30907,553,563,573,583,593,603
30908,554,564,574,584,594,604
30909,555,565,575,585,595,605
30910,556,566,576,586,596,606
30911,557,567,577,587,597,607
30912,558,568,578,588,598,608
30913,559,569,579,589,599,609
30914,560,570,580,590,600,610
30915,561,571,581,591,601,611
30916,562,572,582,592,602,612
30917,563,573,583,593,603,613
30918,564,574,584,594,604,614
30919,565,575,585,595,605,615
30920,566,576,586,596,606,616
30921,567,577,587,597,607,617
30922,568,578,588,598,608,618
30923,569,579,589,599,609,619
30924,570,580,590,600,610,620
30925,571,581,591,601,611,621
30926,572,582,592,602,612,622
30927,573,583,593,603,613,623
30928,574,584,594,604,614,624
30929,575,585,595,605,615,625
30930,576,586,596,606,616,626
30931,577,587,597,607,617,627
30932,578,588,598,608,618,628
30933,579,589,599,609,619,629
30934,580,590,600,610,620,630
30935,581,591,601,611,621,631
30936,582,592,602,612,622,632
30937,583,593,603,613,623,633
30938,584,594,604,614,624,634
30939,585,595,605,615,625,635
30940,586,596,606,616,626,636
30941,587,597,607,617,627,637
30942,588,598,608,618,628,638
30943,589,599,609,619,629,639
30944,590,600,610,620,630,640
30945,591,601,611,621,631,641
30946,592,602,612,622,632,642
30947,593,603,613,623,633,643
30948,594,604,614,624,634,644
30949,595,605,615,625,635,645
30950,596,606,616,626,636,646
30951,597,607,617,627,637,647
30952,598,608,618,628,638,648
30953,599,609,619,629,639,649
30954,600,610,620,630,640,650
30955,601,611,621,631,641,651
30956,602,612,622,632,642,652
30957,603,613,623,633,643,653
30958,604,614,624,634,644,654
30959,605,615,625,635,645,655
30960,606,616,626,636,646,656
30961,607,617,627,637,647,657
30962,608,618,628,638,648,658
30963,609,619,629,639,649,659
30964,610,620,630,640,650,660
30965,611,621,631,641,651,661
30966,612,622,632,642,652,662
30967,613,623,633,643,653,663
30968,614,624,634,644,654,664
30969,615,625,635,645,655,665
30970,616,626,636,646,656,666
30971,617,627,637,647,657,667
30972,618,628,638,648,658,668
30973,619,629,639,649,659,669
30974,620,630,640,650,660,670
30975,621,631,641,651,661,671
30976,622,632,642,652,662,672
30977,623,633,643,653,663,673
30978,624,634,644,654,664,674
30979,625,635,645,655,665,675
30980,626,636,646,656,666,676
30981,627,637,647,657,667,677
30982,628,638,648,658,668,678
30983,629,639,649,659,669,679
30984,630,640,650,660,670,680
30985,631,641,651,661,671,681
30986,632,642,652,662,672,682
30987,633,643,653,663,673,683
30988,634,644,654,664,674,684
30989,635,645,655,665,675,685
30990,636,646,656,666,676,686
30991,637,647,657,667,677,687
30992,638,648,658,668,678,688
30993,639,649,659,669,679,689
30994,640,650,660,670,680,690
30995,641,651,661,671,681,691
30996,642,652,662,672,682,692
30997,643,653,663,673,683,693
30998,644,654,664,674,684,694
30999,645,655,665,675,685,695
31000,646,656,666,676,686,696
31001,647,657,667,677,687,697
31002,648,658,668,678,688,698
31003,649,659,669,679,689,699
31004,650,660,670,680,690,700
31005,651,661,671,681,691,701
31006,652,662,672,682,692,702
31007,653,663,673,683,693,703
31008,654,664,674,684,694,704
31009,655,665,675,685,695,705
31010,656,666,676,686,696,706
31011,657,667,677,687,697,707
31012,658,668,678,688,698,708
31013,659,669,679,689,699,709
31014,660,670,680,690,700,710
31015,661,671,681,691,701,711
31016,662,672,682,692,702,712
31017,663,673,683,693,703,713
31018,664,674,684,694,704,714
31019,665,675,685,695,705,715
31020,666,676,686,696,706,716
31021,667,677,687,697,707,717
31022,668,678,688,698,708,718
31023,669,679,689,699,709,719
31024,670,680,690,700,710,720
31025,671,681,691,701,711,721
31026,672,682,692,702,712,722
31027,673,683,693,703,713,723
31028,674,684,694,704,714,724
31029,675,685,695,705,715,725
31030,676,686,696,706,716,726
31031,677,687,697,707,717,727
31032,678,688,698,708,718,728
31033,679,689,699,709,719,729
31034,680,690,700,710,720,730
31035,681,691,701,711,721,731
31036,682,692,702,712,722,732
31037,683,693,703,713,723,733
31038,684,694,704,714,724,734
31039,685,695,705,715,725,735
31040,686,696,706,716,726,736
31041,687,697,707,717,727,737
31042,688,698,708,718,728,738
31043,689,699,709,719,729,739
31044,690,700,710,720,730,740
31045,691,701,711,721,731,741
31046,692,702,712,722,732,742
31047,693,703,713,723,733,743
31048,694,704,714,724,734,744
31049,695,705,715,725,735,745
31050,696,706,716,726,736,746
31051,697,707,717,727,737,747
31052,698,708,718,728,738,748
31053,699,709,719,729,739,749
31054,700,710,720,730,740,750
31055,701,711,721,731,741,751
31056,702,712,722,732,742,752
31057,703,713,723,733,743,753
31058,704,714,724,734,744,754
31059,705,715,725,735,745,755
31060,706,716,726,736,746,756
31061,707,717,727,737,747,757
31062,708,718,728,738,748,758
31063,709,719,729,739,749,759
31064,710,720,730,740,750,760
31065,711,721,731,741,751,761
31066,712,722,732,742,752,762
31067,713,723,733,743,753,763
31068,714,724,734,744,754,764
31069,715,725,735,745,755,765
31070,716,726,736,746,756,766
31071,717,727,737,747,757,767
31072,718,728,738,748,758,768
31073,719,729,739,749,759,769
31074,720,730,740,750,760,770
31075,721,731,741,751,761,771
31076,722,732,742,752,762,772
31077,723,733,743,753,763,773
31078,724,734,744,754,764,774
31079,725,735,745,755,765,775
31080,726,736,746,756,766,776
31081,727,737,747,757,767,777
31082,728,738,748,758,768,778
31083,729,739,749,759,769,779
31084,730,740,750,760,770,780
31085,731,741,751,761,771,781
31086,732,742,752,762,772,782
31087,733,743,753,763,773,783
31088,734,744,754,764,774,784
31089,735,745,755,765,775,785
31090,736,746,756,766,776,786
31091,737,747,757,767,777,787
31092,738,748,758,768,778,788
31093,739,749,759,769,779,789
31094,740,750,760,770,780,790
31095,741,751,761,771,781,791
31096,742,752,762,772,782,792
31097,743,753,763,773,783,793
31098,744,754,764,774,784,794
31099,745,755,765,775,785,795
31100,746,756,766,776,786,796
31101,747,757,767,777,787,797
31102,748,758,768,778,788,798
31103,749,759,769,779,789,799
31104,750,760,770,780,790,800
31105,751,761,771,781,791,801
31106,752,762,772,782,792,802
31107,753,763,773,783,793,803
31108,754,764,774,784,794,804
31109,755,765,775,785,795,805
31110,756,766,776,786,796,806
31111,757,767,777,787,797,807
31112,758,768,778,788,798,808
31113,759,769,779,789,799,809
31114,760,770,780,790,800,810
31115,761,771,781,791,801,811
31116,762,772,782,792,802,812
31117,763,773,783,793,803,813
31118,764,774,784,794,804,814
31119,765,775,785,795,805,815
31120,766,776,786,796,806,816
31121,767,777,787,797,807,817
31122,768,778,788,798,808,818
31123,769,779,789,799,809,819
31124,770,780,790,800,810,820
31125,771,781,791,801,811,821
31126,772,782,792,802,812,822
31127,773,783,793,803,813,823
31128,774,784,794,804,814,824
31129,775,785,795,805,815,825
31130,776,786,796,806,816,826
31131,777,787,797,807,817,827
31132,778,788,798,808,818,828
31133,779,789,799,809,819,829
31134,780,790,800,810,820,830
31135,781,791,801,811,821,831
31136,782,792,802,812,822,832
31137,783,793,803,813,823,833
31138,784,794,804,814,824,834
31139,785,795,805,815,825,835
31140,786,796,806,816,826,836
31141,787,797,807,817,827,837
31142,788,798,808,818,828,838
31143,789,799,809,819,829,839
31144,790,800,810,820,830,840
31145,791,801,811,821,831,841
31146,792,802,812,822,832,842
31147,793,803,813,823,833,843
31148,794,804,814,824,834,844
31149,795,805,815,825,835,845
31150,796,806,816,826,836,846
31151,797,807,817,827,837,847
31152,798,808,818,828,838,848
31153,799,809,819,829,839,849
31154,800,810,820,830,840,850
31155,801,811,821,831,841,851
31156,802,812,822,832,842,852
31157,803,813,823,833,843,853
31158,804,814,824,834,844,854
31159,805,815,825,835,845,855
31160,806,816,826,836,846,856
31161,807,817,827,837,847,857
31162,808,818,828,838,848,858
31163,809,819,829,839,849,859
31164,810,820,830,840,850,860
31165,811,821,831,841,851,861
31166,812,822,832,842,852,862
31167,813,823,833,843,853,863
31168,814,824,834,844,854,864
31169,815,825,835,845,855,865
31170,816,826,836,846,856,866
31171,817,827,837,847,857,867
31172,818,828,838,848,858,868
31173,819,829,839,849,859,869
31174,820,830,840,850,860,870
31175,821,831,841,851,861,871
31176,822,832,842,852,862,872
31177,823,833,843,853,863,873
31178,824,834,844,854,864,874
31179,825,835,845,855,865,875
31180,826,836,846,856,866,876
31181,827,837,847,857,867,877
31182,828,838,848,858,868,878
31183,829,839,849,859,869,879
31184,830,840,850,860,870,880
31185,831,841,851,861,871,881
31186,832,842,852,862,872,882
31187,833,843,853,863,873,883
31188,834,844,854,864,874,884
31189,835,845,855,865,875,885
31190,836,846,856,866,876,886
31191,837,847,857,867,877,887
31192,838,848,858,868,878,888
31193,839,849,859,869,879,889
31194,840,850,860,870,880,890
31195,841,851,861,871,881,891
31196,842,852,862,872,882,892
31197,843,853,863,873,883,893
31198,844,854,864,874,884,894
31199,845,855,865,875,885,895
31200,846,856,866,876,886,896
31201,847,857,867,877,887,897
31202,848,858,868,878,888,898
31203,849,859,869,879,889,899
31204,850,860,870,880,890,900
31205,851,861,871,881,891,901
31206,852,862,872,882,892,902
31207,853,863,873,883,893,903
31208,854,864,874,884,894,904
31209,855,865,875,885,895,905
31210,856,866,876,886,896,906
31211,857,867,877,887,897,907
31212,858,868,878,888,898,908
31213,859,869,879,889,899,909
31214,860,870,880,890,900,910
31215,861,871,881,891,901,911
31216,862,872,882,892,902,912
31217,863,873,883,893,903,913
31218,864,874,884,894,904,914
31219,865,875,885,895,905,915
31220,866,876,886,896,906,916
31221,867,877,887,897,907,917
31222,868,878,888,898,908,918
31223,869,879,889,899,909,919
31224,870,880,890,900,910,920
31225,871,881,891,901,911,921
31226,872,882,892,902,912,922
31227,873,883,893,903,913,923
31228,874,884,894,904,914,924
31229,875,885,895,905,915,925
31230,876,886,896,906,916,926
31231,877,887,897,907,917,927
31232,878,888,898,908,918,928
31233,879,889,899,909,919,929
31234,880,890,900,910,920,930
31235,881,891,901,911,921,931
31236,882,892,902,912,922,932
31237,883,893,903,913,923,933
31238,884,894,904,914,924,934
31239,885,895,905,915,925,935
31240,886,896,906,916,926,936
31241,887,897,907,917,927,937
31242,888,898,908,918,928,938
31243,889,899,909,919,929,939
31244,890,900,910,920,930,940
31245,891,901,911,921,931,941
31246,892,902,912,922,932,942
31247,893,903,913,923,933,943
31248,894,904,914,924,934,944
31249,895,905,915,925,935,945
31250,896,906,916,926,936,946
31251,897,907,917,927,937,947
31252,898,908,918,928,938,948
31253,899,909,919,929,939,949
31254,900,910,920,930,940,950
31255,901,911,921,931,941,951
31256,902,912,922,932,942,952
31257,903,913,923,933,943,953
31258,904,914,924,934,944,954
31259,905,915,925,935,945,955
31260,906,916,926,936,946,956
31261,907,917,927,937,947,957
31262,908,918,928,938,948,958
31263,909,919,929,939,949,959
31264,910,920,930,940,950,960
31265,911,921,931,941,951,961
31266,912,922,932,942,952,962
31267,913,923,933,943,953,963
31268,914,924,934,944,954,964
31269,915,925,935,945,955,965
31270,916,926,936,946,956,966
31271,917,927,937,947,957,967
31272,918,928,938,948,958,968
31273,919,929,939,949,959,969
31274,920,930,940,950,960,970
31275,921,931,941,951,961,971
31276,922,932,942,952,962,972
31277,923,933,943,953,963,973
31278,924,934,944,954,964,974
31279,925,935,945,955,965,975
31280,926,936,946,956,966,976
31281,927,937,947,957,967,977
31282,928,938,948,958,968,978
31283,929,939,949,959,969,979
31284,930,940,950,960,970,980
31285,931,941,951,961,971,981
31286,932,942,952,962,972,982
31287,933,943,953,963,973,983
31288,934,944,954,964,974,984
31289,935,945,955,965,975,985
31290,936,946,956,966,976,986
31291,937,947,957,967,977,987
31292,938,948,958,968,978,988
31293,939,949,959,969,979,989
31294,940,950,960,970,980,990
31295,941,951,961,971,981,991
31296,942,952,962,972,982,992
31297,943,953,963,973,983,993
31298,944,954,964,974,984,994
31299,945,955,965,975,985,995
31300,946,956,966,976,986,996
31301,947,957,967,977,987,997
31302,948,958,968,978,988,998
31303,949,959,969,979,989,999
31304,950,960,970,980,990,0
31305,951,961,971,981,991,1
31306,952,962,972,982,992,2
31307,953,963,973,983,993,3
31308,954,964,974,984,994,4
31309,955,965,975,985,995,5
31310,956,966,976,986,996,6
31311,957,967,977,987,997,7
31312,958,968,978,988,998,8
31313,959,969,979,989,999,9
31314,960,970,980,990,0,10
31315,961,971,981,991,1,11
31316,962,972,982,992,2,12
31317,963,973,983,993,3,13
31318,964,974,984,994,4,14
31319,965,975,985,995,5,15
31320,966,976,986,996,6,16
31321,967,977,987,997,7,17
31322,968,978,988,998,8,18
31323,969,979,989,999,9,19
31324,970,980,990,0,10,20
31325,971,981,991,1,11,21
31326,972,982,992,2,12,22
31327,973,983,993,3,13,23
31328,974,984,994,4,14,24
31329,975,985,995,5,15,25
31330,976,986,996,6,16,26
31331,977,987,997,7,17,27
31332,978,988,998,8,18,28
31333,979,989,999,9,19,29
31334,980,990,0,10,20,30
31335,981,991,1,11,21,31
31336,982,992,2,12,22,32
31337,983,993,3,13,23,33
31338,984,994,4,14,24,34
31339,985,995,5,15,25,35
31340,986,996,6,16,26,36
31341,987,997,7,17,27,37
31342,988,998,8,18,28,38
31343,989,999,9,19,29,39
31344,990,0,10,20,30,40
31345,991,1,11,21,31,41
31346,992,2,12,22,32,42
31347,993,3,13,23,33,43
31348,994,4,14,24,34,44
31349,995,5,15,25,35,45
31350,996,6,16,26,36,46
31351,997,7,17,27,37,47
31352,998,8,18,28,38,48
31353,999,9,19,29,39,49
31354,0,10,20,30,40,50
31355,1,11,21,31,41,51
31356,2,12,22,32,42,52
31357,3,13,23,33,43,53
31358,4,14,24,34,44,54
31359,5,15,25,35,45,55
31360,6,16,26,36,46,56
31361,7,17,27,37,47,57
31362,8,18,28,38,48,58
31363,9,19,29,39,49,59
31364,10,20,30,40,50,60
31365,11,21,31,41,51,61
31366,12,22,32,42,52,62
31367,13,23,33,43,53,63
31368,14,24,34,44,54,64
31369,15,25,35,45,55,65
31370,16,26,36,46,56,66
31371,17,27,37,47,57,67
31372,18,28,38,48,58,68
31373,19,29,39,49,59,69
31374,20,30,40,50,60,70
31375,21,31,41,51,61,71
31376,22,32,42,52,62,72
31377,23,33,43,53,63,73
31378,24,34,44,54,64,74
31379,25,35,45,55,65,75
31380,26,36,46,56,66,76
31381,27,37,47,57,67,77
31382,28,38,48,58,68,78
31383,29,39,49,59,69,79
31384,30,40,50,60,70,80
31385,31,41,51,61,71,81
31386,32,42,52,62,72,82
31387,33,43,53,63,73,83
31388,34,44,54,64,74,84
31389,35,45,55,65,75,85
31390,36,46,56,66,76,86
31391,37,47,57,67,77,87
31392,38,48,58,68,78,88
31393,39,49,59,69,79,89
31394,40,50,60,70,80,90
31395,41,51,61,71,81,91
31396,42,52,62,72,82,92
31397,43,53,63,73,83,93
31398,44,54,64,74,84,94
31399,45,55,65,75,85,95
31400,46,56,66,76,86,96
31401,47,57,67,77,87,97
31402,48,58,68,78,88,98
31403,49,59,69,79,89,99
31404,50,60,70,80,90,100
31405,51,61,71,81,91,101
31406,52,62,72,82,92,102
31407,53,63,73,83,93,103
31408,54,64,74,84,94,104
31409,55,65,75,85,95,105
31410,56,66,76,86,96,106
31411,57,67,77,87,97,107
31412,58,68,78,88,98,108
31413,59,69,79,89,99,109
31414,60,70,80,90,100,110
31415,61,71,81,91,101,111
31416,62,72,82,92,102,112
31417,63,73,83,93,103,113
31418,64,74,84,94,104,114
31419,65,75,85,95,105,115
31420,66,76,86,96,106,116
31421,67,77,87,97,107,117
31422,68,78,88,98,108,118
31423,69,79,89,99,109,119
31424,70,80,90,100,110,120
31425,71,81,91,101,111,121
31426,72,82,92,102,112,122
31427,73,83,93,103,113,123
31428,74,84,94,104,114,124
31429,75,85,95,105,115,125
31430,76,86,96,106,116,126
31431,77,87,97,107,117,127
31432,78,88,98,108,118,128
31433,79,89,99,109,119,129
31434,80,90,100,110,120,130
31435,81,91,101,111,121,131
31436,82,92,102,112,122,132
31437,83,93,103,113,123,133
31438,84,94,104,114,124,134
31439,85,95,105,115,125,135
31440,86,96,106,116,126,136
31441,87,97,107,117,127,137
31442,88,98,108,118,128,138
31443,89,99,109,119,129,139
31444,90,100,110,120,130,140
31445,91,101,111,121,131,141
31446,92,102,112,122,132,142
31447,93,103,113,123,133,143
31448,94,104,114,124,134,144
31449,95,105,115,125,135,145
31450,96,106,116,126,136,146
31451,97,107,117,127,137,147
31452,98,108,118,128,138,148
31453,99,109,119,129,139,149
31454,100,110,120,130,140,150
31455,101,111,121,131,141,151
31456,102,112,122,132,142,152
31457,103,113,123,133,143,153
31458,104,114,124,134,144,154
31459,105,115,125,135,145,155
31460,106,116,126,136,146,156
31461,107,117,127,137,147,157
31462,108,118,128,138,148,158
31463,109,119,129,139,149,159
31464,110,120,130,140,150,160
31465,111,121,131,141,151,161
31466,112,122,132,142,152,162
31467,113,123,133,143,153,163
31468,114,124,134,144,154,164
31469,115,125,135,145,155,165
31470,116,126,136,146,156,166
31471,117,127,137,147,157,167
31472,118,128,138,148,158,168
31473,119,129,139,149,159,169
31474,120,130,140,150,160,170
31475,121,131,141,151,161,171
31476,122,132,142,152,162,172
31477,123,133,143,153,163,173
31478,124,134,144,154,164,174
31479,125,135,145,155,165,175
31480,126,136,146,156,166,176
31481,127,137,147,157,167,177
31482,128,138,148,158,168,178
31483,129,139,149,159,169,179
31484,130,140,150,160,170,180
31485,131,141,151,161,171,181
31486,132,142,152,162,172,182
31487,133,143,153,163,173,183
31488,134,144,154,164,174,184
31489,135,145,155,165,175,185
31490,136,146,156,166,176,186
31491,137,147,157,167,177,187
31492,138,148,158,168,178,188
31493,139,149,159,169,179,189
31494,140,150,160,170,180,190
31495,141,151,161,171,181,191
31496,142,152,162,172,182,192
31497,143,153,163,173,183,193
31498,144,154,164,174,184,194
31499,145,155,165,175,185,195
31500,146,156,166,176,186,196
31501,147,157,167,177,187,197
31502,148,158,168,178,188,198
31503,149,159,169,179,189,199
31504,150,160,170,180,190,200
31505,151,161,171,181,191,201
31506,152,162,172,182,192,202
31507,153,163,173,183,193,203
31508,154,164,174,184,194,204
31509,155,165,175,185,195,205
31510,156,166,176,186,196,206
31511,157,167,177,187,197,207
31512,158,168,178,188,198,208
31513,159,169,179,189,199,209
31514,160,170,180,190,200,210
31515,161,171,181,191,201,211
31516,162,172,182,192,202,212
31517,163,173,183,193,203,213
31518,164,174,184,194,204,214
31519,165,175,185,195,205,215
31520,166,176,186,196,206,216
31521,167,177,187,197,207,217
31522,168,178,188,198,208,218
31523,169,179,189,199,209,219
31524,170,180,190,200,210,220
31525,171,181,191,201,211,221
31526,172,182,192,202,212,222
31527,173,183,193,203,213,223
31528,174,184,194,204,214,224
31529,175,185,195,205,215,225
31530,176,186,196,206,216,226
31531,177,187,197,207,217,227
31532,178,188,198,208,218,228
31533,179,189,199,209,219,229
31534,180,190,200,210,220,230
31535,181,191,201,211,221,231
31536,182,192,202,212,222,232
31537,183,193,203,213,223,233
31538,184,194,204,214,224,234
31539,185,195,205,215,225,235
31540,186,196,206,216,226,236
31541,187,197,207,217,227,237
31542,188,198,208,218,228,238
31543,189,199,209,219,229,239
31544,190,200,210,220,230,240
31545,191,201,211,221,231,241
31546,192,202,212,222,232,242
31547,193,203,213,223,233,243
31548,194,204,214,224,234,244
31549,195,205,215,225,235,245
31550,196,206,216,226,236,246
31551,197,207,217,227,237,247
31552,198,208,218,228,238,248
31553,199,209,219,229,239,249
31554,200,210,220,230,240,250
31555,201,211,221,231,241,251
31556,202,212,222,232,242,252
31557,203,213,223,233,243,253
31558,204,214,224,234,244,254
31559,205,215,225,235,245,255
31560,206,216,226,236,246,256
31561,207,217,227,237,247,257
31562,208,218,228,238,248,258
31563,209,219,229,239,249,259
31564,210,220,230,240,250,260
31565,211,221,231,241,251,261
31566,212,222,232,242,252,262
31567,213,223,233,243,253,263
31568,214,224,234,244,254,264
31569,215,225,235,245,255,265
31570,216,226,236,246,256,266
31571,217,227,237,247,257,267
31572,218,228,238,248,258,268
31573,219,229,239,249,259,269
31574,220,230,240,250,260,270
31575,221,231,241,251,261,271
31576,222,232,242,252,262,272
31577,223,233,243,253,263,273
31578,224,234,244,254,264,274
31579,225,235,245,255,265,275
31580,226,236,246,256,266,276
31581,227,237,247,257,267,277
31582,228,238,248,258,268,278
31583,229,239,249,259,269,279
31584,230,240,250,260,270,280
31585,231,241,251,261,271,281
31586,232,242,252,262,272,282
31587,233,243,253,263,273,283
31588,234,244,254,264,274,284
31589,235,245,255,265,275,285
31590,236,246,256,266,276,286
31591,237,247,257,267,277,287
31592,238,248,258,268,278,288
31593,239,249,259,269,279,289
31594,240,250,260,270,280,290
31595,241,251,261,271,281,291
31596,242,252,262,272,282,292
31597,243,253,263,273,283,293
31598,244,254,264,274,284,294
31599,245,255,265,275,285,295
31600,246,256,266,276,286,296
31601,247,257,267,277,287,297
31602,248,258,268,278,288,298
31603,249,259,269,279,289,299
31604,250,260,270,280,290,300
31605,251,261,271,281,291,301
31606,252,262,272,282,292,302
31607,253,263,273,283,293,303
31608,254,264,274,284,294,304
31609,255,265,275,285,295,305
31610,256,266,276,286,296,306
31611,257,267,277,287,297,307
31612,258,268,278,288,298,308
31613,259,269,279,289,299,309
31614,260,270,280,290,300,310
31615,261,271,281,291,301,311
31616,262,272,282,292,302,312
31617,263,273,283,293,303,313
31618,264,274,284,294,304,314
31619,265,275,285,295,305,315
31620,266,276,286,296,306,316
31621,267,277,287,297,307,317
31622,268,278,288,298,308,318
31623,269,279,289,299,309,319
31624,270,280,290,300,310,320
31625,271,281,291,301,311,321
31626,272,282,292,302,312,322
31627,273,283,293,303,313,323
31628,274,284,294,304,314,324
31629,275,285,295,305,315,325
31630,276,286,296,306,316,326
31631,277,287,297,307,317,327
31632,278,288,298,308,318,328
31633,279,289,299,309,319,329
31634,280,290,300,310,320,330
31635,281,291,301,311,321,331
31636,282,292,302,312,322,332
31637,283,293,303,313,323,333
31638,284,294,304,314,324,334
31639,285,295,305,315,325,335
31640,286,296,306,316,326,336
31641,287,297,307,317,327,337
31642,288,298,308,318,328,338
31643,289,299,309,319,329,339
31644,290,300,310,320,330,340
31645,291,301,311,321,331,341
31646,292,302,312,322,332,342
31647,293,303,313,323,333,343
31648,294,304,314,324,334,344
31649,295,305,315,325,335,345
31650,296,306,316,326,336,346
31651,297,307,317,327,337,347
31652,298,308,318,328,338,348
31653,299,309,319,329,339,349
31654,300,310,320,330,340,350
31655,301,311,321,331,341,351
31656,302,312,322,332,342,352
31657,303,313,323,333,343,353
31658,304,314,324,334,344,354
31659,305,315,325,335,345,355
31660,306,316,326,336,346,356
31661,307,317,327,337,347,357
31662,308,318,328,338,348,358
31663,309,319,329,339,349,359
31664,310,320,330,340,350,360
31665,311,321,331,341,351,361
31666,312,322,332,342,352,362
31667,313,323,333,343,353,363
31668,314,324,334,344,354,364
31669,315,325,335,345,355,365
31670,316,326,336,346,356,366
31671,317,327,337,347,357,367
31672,318,328,338,348,358,368
31673,319,329,339,349,359,369
31674,320,330,340,350,360,370
31675,321,331,341,351,361,371
31676,322,332,342,352,362,372
31677,323,333,343,353,363,373
31678,324,334,344,354,364,374
31679,325,335,345,355,365,375
31680,326,336,346,356,366,376
31681,327,337,347,357,367,377
31682,328,338,348,358,368,378
31683,329,339,349,359,369,379
31684,330,340,350,360,370,380
31685,331,341,351,361,371,381
